date,team,player,position,crimeraw,desc
6/27/2004,WAS,Kevin Ware,TE,alcohol - other,Accused of being drunk outside of dance club in Houston.
6/6/2004,MIN,Steve Farmer,TE,assault,Accused of assaulting a man outside a nightclub in the Minneapolis Warehouse District along with two teammates.
6/6/2004,MIN,E.J. Henderson,LB,assault,Accused of assaulting a man outside a nightclub in the Minneapolis Warehouse District along with two teammates.
6/6/2004,MIN,Mike Nattiel,LB,assault,Accused of assaulting a man outside a nightclub in the Minneapolis Warehouse District along with two teammates.
6/3/2004,KC,Cliff Crosby,CB,disorderly conduct,"Accused of screaming and swearing at police in Erie, Penn., after being stuck in traffic."
6/2/2004,DEN,Sam Brandon,S,domestic violence,Accused of misdemeanor child abuse and criminal mischief in domestic dispute near Denver.
5/25/2004,DET,Brock Marion,S,theft,"In Broward County, Fla., accused of bilking his car insurance company out of $54,000 by falsely claiming his car was stolen in 2003."
5/6/2004,HOU,Marcus Coleman,S,dui,"Accused of hitting a curb with his Mercedes, failing a sobriety test and drunk driving in Houston."
4/27/2004,NO,Jay Bellamy,S,dui,"Pulled over about 12:50 a.m., accused of drunk driving in his 2002 Cadillac in New Orleans."
4/24/2004,STL,Leonard Little,DE,dui,"Pulled over about 3:45 a.m. near St. Louis, accused of speeding and drunk driving. He previously drove drunk in 1998 accident that killed a woman."
4/20/2004,BAL,Corey Fuller,CB,gambling,"Accused of hosting lucrative card games at his house in Tallahassee, Fla., where police raid found him carrying a holstered gun."
4/20/2004,BAL,Corey Fuller,CB,firearms,"Accused of hosting lucrative card games at his house in Tallahassee, Fla., where police raid found him carrying a holstered gun."
4/17/2004,NE,Ty Law,CB,resisting arrest,Police tried to stop his Rolls-Royce for a lane violation in Miami before he sped away.
4/11/2004,TB,Ellis Wyms,DT,criminal mischief,"Accused of kicking in door of limousine in Tampa, causing more than $1,000 in damage in argument with driver."
4/10/2004,MIN,E.J. Henderson,LB,dui,"Pulled over in Interstate 95 in Harford County, Md., accused of drunk driving."
4/3/2004,IND,Joseph Jefferson,CB,dui,Accused of drunk driving after driving his Chevrolet Impala into a ditch in Indiana. Blood-alcohol measured at .15.
3/15/2004,GB,Joe Johnson,DE,violating court order,"Accused of contempt of court in Tift County, Ga., after not showing up for a hearing on marijuana charge from May 2003."
3/2/2004,NYG,David Tyree,WR,drugs,"Pulled over for speeding in in Fort Lee, N.J., accused of having a half pound of marijuana in his car with intent to distribute."
2/25/2004,BAL,Jamal Lewis,RB,drugs,Federal indictment accused him of drug dealing and cocaine possession in Atlanta.
2/15/2004,TEN,Jason Gesser,QB,dui,"Pulled over in Honululu, Hawaii, for running a red light, accused of drunk driving."
2/2/2004,CIN,Levi Jones,OT,obstruction,Accused of trying to take a baton from a police officer in a melee outside a club in Houston.
1/14/2004,SF,Jeff Garcia,QB,dui,"Pulled over in San Jose, accused of drunk driving. Blood-alcohol measured at .219."
12/5/2003,KC,Larry Johnson,RB,domestic violence,"Accused of brandishing a gun during a dispute with his girlfriend in Johnson County, Kan., felony aggravated assault."
12/5/2003,KC,Larry Johnson,RB,firearms,"Accused of brandishing a gun during a dispute with his girlfriend in Johnson County, Kan., felony aggravated assault."
12/2/2003,CIN,James Lynch,FB,alcohol - other,"Accused of public urination, resisting arrest, eluding police and driving with a suspended license in Covington, Ky. Police used chemical irritant to subdue him."
11/18/2003,MIN,Kenny Mixon,DE,dui,"Pulled over in Deephaven, Minn., accused of drunken driving. It was his third drunken driving arrest in the county in 16 months."
11/17/2003,IND,Joseph Jefferson,CB,dui,"Accused of drunken driving in Bowling Green, Ky., after police saw him driving in a parking lot. He also had a gun on the passenger seat."
11/17/2003,IND,Joseph Jefferson,CB,firearms,"Accused of drunken driving in Bowling Green, Ky., after police saw him driving in a parking lot. He also had a gun on the passenger seat."
11/17/2003,MIN,Kevin Williams,DT,dui,"Pulled over in Edina, Minn., accused of drunk driving. Blood-alcohol measured at .14."
10/27/2003,CLE,William Green,RB,dui,"Pulled over near Cleveland, accused of drunk driving and having a bag of marijuana in his car. Blood-alcohol measured at .165."
10/27/2003,CLE,William Green,RB,drugs,"Pulled over near Cleveland, accused of drunk driving and having a bag of marijuana in his car. Blood-alcohol measured at .165."
10/26/2003,JAC,T.J. Slaughter,LB,assault,"Accused of aggravated assault after two teens said he pointed a gun at them on a highway in verbal dispute in Jacksonville, Fla. Police found the gun in his car."
10/26/2003,JAC,T.J. Slaughter,LB,firearms,"Accused of aggravated assault after two teens said he pointed a gun at them on a highway in verbal dispute in Jacksonville, Fla. Police found the gun in his car."
10/21/2003,NE,Kenyatta Jones,OT,assault,"Accused of throwing a cup of hot water on his house guest in Walpole, Mass."
10/11/2003,ATL,Juran Bolden,CB,theft,"Accused of driving stolen 2000 GMC Denali vehicle, possession of marijuana in Atlanta."
10/11/2003,ATL,Juran Bolden,CB,drugs,"Accused of driving stolen 2000 GMC Denali vehicle, possession of marijuana in Atlanta."
10/7/2003,CHI,Rabih Abdullah,RB,dui,"Police said his SUV rolled over and gave him a concussion, accused him of drunk driving in Chicago."
10/1/2003,NYJ,John Abraham,DE,dui,"Accused of refusing a sobriety test, drunk driving after crashing Hummer into fire hydrant in Baldwin, N.Y."
9/20/2003,OAK,Sebastian Janikowski,K,assault,"Accused of misdemeanor assault, vandalism and public drunkenness after fight at supper club in Walnut Creek, Calif."
9/20/2003,OAK,Sebastian Janikowski,K,alcohol - other,"Accused of misdemeanor assault, vandalism and public drunkenness after fight at supper club in Walnut Creek, Calif."
9/16/2003,CAR,Jarrod Cooper,S,dui,"Pulled over for speeding in Charlotte, accused of drunk driving, possession of a controlled substance (Xanax) without a prescription."
9/16/2003,CAR,Jarrod Cooper,S,drugs,"Pulled over for speeding in Charlotte, accused of drunk driving, possession of a controlled substance (Xanax) without a prescription."
9/14/2003,SD,Matt Wilhelm,LB,dui,Police suspected him of drunk driving in San Diego. He acknowledged making a mistake.
9/10/2003,BUF,Rodney Wright,WR,dui,"Accused of refusing breath test, drunk driving, driving without a license and unsafe lane changes after three-car accident in which three were hurt in Hamburg, N.Y."
8/21/2003,SD,Leonardo Carson,DT,burglary,"On leave from team to attend his grandfather's funeral, he was accused of breaking into a woman's apartment and assaulting her in Mobile, Ala."
8/21/2003,SD,Leonardo Carson,DT,assault,"On leave from team to attend his grandfather's funeral, he was accused of breaking into a woman's apartment and assaulting her in Mobile, Ala."
8/18/2003,BAL,Chris McAlister,CB,dui,"Accused of drunk driving in Fairfax County, Va., forcing him to miss team practice."
7/25/2003,MIN,Mike Nattiel,LB,dui,"Accused of drunk driving in Hennepin County, Minn., just hours before he was to report to the start of training camp in Mankato."
7/18/2003,DEN,Daryl Gardener,DT,disorderly conduct,"Accused of fighting with another customer during long wait to be seated at restaurant in Aurora, Colo. Gardener tore ligament in wrist."
7/18/2003,DEN,Russell Newman,DT,disorderly conduct,"Accused of fighting with another customer during long wait to be seated at restaurant in Aurora, Colo."
7/18/2003,MIA,Justin Seaverns,LB,harassment,"Accused of making harassing phone calls to his former girlfriend in Kernersville, N.C."
7/15/2003,SEA,Wayne Hunter,OT,domestic violence,"In Bellevue, Wash., accused of assaulting his pregnant girlfriend, who had been carrying for eight months."
7/12/2003,MIN,Bryant McKinnie,OT,obstruction,"Accused of interfering with police in Miami, where he played college football."
7/4/2003,DEN,Dwayne Carswell,TE,domestic violence,Accused of choking and biting his girlfriend outside a nightclub in Atlanta and also obstructing police.
6/24/2003,ARI,Dennis McKinley,FB,drugs,"Accused in Phoenix of heading a drug-trafficking ring, buying marijuana from Mexico and storing it at a warehouse he rented."
5/31/2003,TB,Michael Pittman,RB,domestic violence,"Police said he rammed his Hummer into his wife's Mercedes, which was carrying his 2-year-old child and a babysitter in Phoenix."
5/25/2003,WAS,Jermaine Haley,DT,dui,"Pulled over in Miami, accused of drunk driving and property damage after hitting another car with his Land Rover."
5/22/2003,NYG,Keith Hamilton,DT,drugs,"Pulled over for window-tint violation in Morris County, N.J., accused of cocaine and marijuana possession."
5/22/2003,GB,Joe Johnson,DE,drugs,"Pulled over in Tift County, Ga., after police saw his hazard lights flashing in a turn lane, accused of marijuana possession."
5/22/2003,TEN,Steve McNair,QB,dui,"Pulled over in Nashville, accused of drunk driving. Police also found pistol in his Lincoln Navigator."
5/22/2003,TEN,Steve McNair,QB,firearms,"Pulled over in Nashville, accused of drunk driving. Police also found pistol in his Lincoln Navigator."
5/3/2003,HOU,Ramon Walker,S,alcohol - other,Accused of public intoxication and trespassing at a nightclub in Houston after he and a friend denied entry around midnight.
4/27/2003,WAS,Bruce Smith,DE,dui,"Pulled over for speeding in Virginia Beach, Va., accused of drunk driving and failing a sobriety test. Blood-alcohol measured at .07."
4/26/2003,TB,Kenyatta Walker,OT,disorderly conduct,Accused of getting into argument with club staff after being told to leave in Tampa.
4/16/2003,TB,Dwight Smith,S,firearms,"Accused of flashing a gun at another motorist in Clearwater, Fla., during traffic dispute."
4/3/2003,SEA,Jerramy Stevens,TE,dui,"Pulled over in Medina, Wash., for rolling through a stop sign, accused of drunk driving. Blood-alcohol measured at .14."
3/29/2003,BAL,Terrell Suggs,LB,assault,Accused of felony aggravated assault after a fight near Phoenix stadium. Suggs claimed he was hit over the head with an iron rod.
3/15/2003,PIT,Jason Gildon,LB,trespassing,Accused of refusing to leave club in Pittsburgh after being told they didn't meet the dress code.
3/13/2003,KC,Eric Warfield,CB,dui,"Accused of failing to maintain a single lane and drunk driving in Overland Park, Kan."
2/14/2003,DAL,Peppi Zellner,DE,drugs,"Accused of cocaine possession, intent to distribute, after police in Monroe County, Ga., said they saw a package thrown from his car."
2/1/2003,SEA,Koren Robinson,WR,disorderly conduct,"Accused of being unruly and failing to disperse after being told to leave the street outside a crowded nightclub in Durham, N.C."
1/14/2003,DAL,Dwayne Goodrich,CB,murder,Accused killing two people in hit-and-run accident while speeding in BMW in Dallas. The victims had been trying to help pull another driver from a burning car.
1/4/2003,CHI,Damon Moore,S,dui,"Accused of driving wrong way on highway ramp in Columbus, Ohio, drunk driving, causing minor accident. Blood-alcohol measured at .18."
1/3/2003,MIN,Kenny Mixon,DE,dui,"Pulled over for speeding shortly after 3 a.m., accused of drunken driving, refusing sobriety test in Hennepin County, Minn."
12/28/2002,DEN,John Mobley,LB,dui,Accused of speeding and driving drunk south of Denver. He failed a sobriety test.
11/28/2002,CAR,Lamar Smith,RB,dui,"Pulled over by a state trooper in Mecklenburg County, N.C., accused of driving while impaired, speeding and reckless driving."
11/22/2002,CAR,Steve Smith,WR,assault,Accused of striking teammate Anthony Bright in a team film meeting in Charlotte. Bright ended up on the hospital and required facial surgery.
11/20/2002,CAR,Chris Terry,OT,failure to appear,Accused of failing to appear in court as scheduled on domestic violence charge in Charlotte from July 2002.
11/18/2002,NO,Victor Riley,OT,dui,"Pulled over in New Orleans, accused of disobeying traffic signals and driving while intoxicated. Taken to jail at 2:25 a.m."
10/26/2002,NO,Deuce McAllister,RB,traffic - other,"Pulled over for allegedly driving 70 mph in a 40-mph zone on the way to team practice facility near New Orleans, accused of driving with a suspended license."
10/21/2002,TB,Cosey Coleman,OG,domestic violence,Accused of misdemeanor battery after allegedly slapping and dragging his girlfriend outside day-care center in Tampa.
10/18/2002,CHI,Bryan Robinson,DE,dui,"Pulled over at 2:30 a.m. in suburban Chicago, accused of driving with a suspended license, drunk driving and refusing a breath test, his second DUI arrest since June."
10/7/2002,CLE,Darren Hambrick,LB,theft,"In Dade City, Fla., accused of felony grand theft after he cashed a $5,682 check from the Carolina Panthers, then said he never received it and cashed the reissued check."
10/2/2002,OAK,Sebastian Janikowski,K,dui,"Pulled over in Oakland, accused of drunk driving. Blood-alcohol measured at .20."
9/25/2002,KC,Lew Bush,LB,dui,"Pulled over and ticketed for straddling a lane, accused of drunk driving, refusing sobriety test in Kansas City."
9/24/2002,MIN,Randy Moss,WR,reckless endagerment,"Accused of careless driving after the officer stepped in front of his car to prevent illegal turn in Minneapolis. Moss pushed cop with car, where marijuana was found."
9/24/2002,MIN,Randy Moss,WR,drugs,"Accused of careless driving after the officer stepped in front of his car to prevent illegal turn in Minneapolis. Moss pushed cop with car, where marijuana was found."
9/23/2002,DAL,Deveren Johnson,WR,breach of peace,"Accused of pushing past security at airport, saying he was worried about missing early flight in Connecticut."
8/31/2002,KC,Willie Roaf,OT,dui,"Pulled over, accused of drunk driving in Wyandotte County, Kan."
8/25/2002,OAK,Darrell Russell,DT,dui,"Pulled over for speeding in Nevada, accused of drunk driving and failing a sobriety test after visiting a brothel."
7/25/2002,CAR,Chris Terry,OT,domestic violence,"Accused of assault by his wife, who told police he pushed her up against a wall in Charlotte."
7/23/2002,MIN,Kenny Mixon,DE,dui,"Pulled over in Deephaven, Minn., accused of drunken driving, refusing sobriety test."
7/18/2002,MIA,Derrick Rodgers,LB,domestic violence,Accused of attacking his wife and another man at a Miami restaurant after suspecting they were involved in an affair.
7/13/2002,BUF,Charlie Rogers,RB,assault,"Accused of punching a cop and resisting arrest in brawl at a go-go bar in Laurence Harbor, N.J."
7/12/2002,PIT,Marvel Smith,OT,drugs,"Accused of marijuana possession at a hotel room in Tempe, Ariz., after police were called about the smell."
7/8/2002,GB,Najeh Davenport,RB,burglary,Accused of breaking into a woman's dorm room at Barry University in Miami and defecating in her laundry basket.
7/6/2002,NYJ,Aaron Beasley,CB,battery,Accused of simple battery in bar fight in Jacksonville.
7/6/2002,SF,Mike Rumph,CB,dui,"Pulled over after police said he ran stop signs in his Escalade, accused of drunk driving in Miami."
7/2/2002,BUF,Rodney Wright,WR,reckless endagerment,"Accused of hit-and-run after he crashed his SUV into a van in Fresno, Calif."
6/26/2002,BUF,Sheldon Jackson,TE,drugs,"Pulled over in Illinois, accused of possessing 2.5 grams of marijuana and driving with a suspended license ."
6/26/2002,BUF,Sheldon Jackson,TE,traffic - other,"Pulled over in Illinois, accused of possessing 2.5 grams of marijuana and driving with a suspended license ."
6/23/2002,CHI,Bryan Robinson,DE,dui,"Accused of drunk driving in Lake County, Ill."
6/18/2002,MIA,Ricky Williams,RB,traffic - other,"Pulled over in Fort Lauderdale, accused of acting incoherently and driving his Hummer with expired tags, no license or proof of insurance. Handcuffed and ticketed."
6/13/2002,CHI,David Terrell,WR,battery,Accused of getting into an altercation with a parking valet at a Chicago nightclub. He believed his car was stolen.
6/12/2002,IND,Joseph Jefferson,CB,firearms,"Police spotted a gun in his car and accused of him carrying a firearm without a license in Marion County, Ind."
6/9/2002,NE,Chris Sullivan,DE,dui,"Police in Lexington, Mass., found Sullivan in a parking lot, where they determined he had been driving drunk after team Super Bowl ring party."
5/24/2002,SF,Jeremy Newberry,C,assault,"Accused of hitting a woman several times in the face on a boat in Lake Berryessa, Calif. His sister was also accused of joining in."
5/18/2002,SF,Vinny Sutherland,WR,dui,"Accused of a hit-and-run accident and drunk driving in Santa Clara County, Calif. Two teammates suffered minor injuries in the wreck."
5/11/2002,PIT,Plaxico Burress,WR,alcohol - other,"Accused of being drunk in public and causing disturbances in Virginia Beach, Va."
3/27/2002,IND,Dominic Rhodes,RB,domestic violence,Accused of hitting and shoving his live-in girlfriend in Indiana.
3/13/2002,ARI,David Boston,WR,dui,Accused in Phoenix of driving under the influence of cocaine and marijuana after testing positive for those drugs. He was arrested at his home after two people called 911.
3/13/2002,ARI,David Boston,WR,drugs,Accused in Phoenix of driving under the influence of cocaine and marijuana after testing positive for those drugs. He was arrested at his home after two people called 911.
2/24/2002,MIA,Ricky Williams,RB,reckless endagerment,"Pulled over, arrested and accused of driving 126 mph on Interstate 10 in Louisiana."
2/21/2002,ARI,Yusuf Scott,OG,leaving scene.,"Accused of leaving the scene of an accident with injuries on Jan. 7 in Phoenix. He allegedly said he was moving his car out of traffic, then left."
2/9/2002,NE,Kevin Faulk,RB,resisting arrest,"Accused of using inappropriate language after trying to remove barricade so he could drive past it in Lafayette, La."
2/8/2002,CAR,Jarrod Cooper,S,dui,"Accused of drunk driving, losing control of his car in a single-car accident in Charlotte. Blood-alcohol measured at .18."
2/4/2002,SD,Leonardo Carson,DT,assault,"Accused of pulling a gun at a car repair shop in Mobile, Ala. Shop employee said Carson threatened him in argument over repairs."
2/4/2002,SD,Leonardo Carson,DT,firearms,"Accused of pulling a gun at a car repair shop in Mobile, Ala. Shop employee said Carson threatened him in argument over repairs."
2/1/2002,OAK,Darrell Russell,DT,sexual abuse,"Accused of drugging a woman and filming her rape by two associates in Alameda, Calif."
1/20/2002,CAR,Muhsin Muhammad,WR,drugs,"Pulled over for speeding in Scotland County, N.C., accused of marijuana possession and carrying a concealed weapon."
1/20/2002,CAR,Muhsin Muhammad,WR,firearms,"Pulled over for speeding in Scotland County, N.C., accused of marijuana possession and carrying a concealed weapon."
1/19/2002,SD,Jeff Graham,WR,firearms,"Accused of carrying a concealed weapon in Dayton, Ohio, after police searched his truck. He was parked and talking on the phone when police approached."
12/28/2001,NO,Albert Connell,WR,theft,"Accused of taking $3,500 from car of teammate Deuce McAllister and $863 from his locker in Jefferson Parish, La. He claimed it was a prank."
12/27/2001,NE,Bobby Hamilton,DE,domestic violence,"Accused of domestic assault in dispute with his wife, who showed no sign of injury, according to police in Cumberland, R.I."
12/24/2001,PIT,Plaxico Burress,WR,alcohol - other,Cited for carrying an open container of alcohol (beer) in the Cleveland warehouse district.
12/18/2001,KC,Eric Warfield,CB,dui,"Pulled over after police saw him weaving in traffic, accused of drunk driving in Lenexa, Kan."
12/9/2001,CIN,Neil Rackers,K,assault,"Accused of choking man at a sports bar in Covington, Ky., after the man allegedly insulted Rackers' wife and mother."
12/7/2001,CLE,O.J. Santiago,TE,drugs,"Police in Pittsburgh searched teammate Gerard Warren's car and found marijuana, which they said belonged to Santiago."
11/20/2001,PHI,Damon Moore,S,animal abuse,"Accused of abandoning Rottweiler puppy in a field in Voorhees, N.J., three days after buying it. He found the dog to be too much trouble."
11/20/2001,CLE,Gerard Warren,DT,firearms,Accused of carrying an unlicensed gun after police spotted a holster in his Suburban parked outside a nightclub party for Plaxico Burress in Pittsburgh.
11/19/2001,CLE,Lamar Chapman,CB,drugs,"Pulled over as passenger in Mike Sellers' car, accused of marijuana and cocaine possession in Cleveland."
11/19/2001,CLE,Mike Sellers,FB,dui,"Pulled over in Cleveland with teammate Lamar Champan, accused of speeding, drunk driving and marijuana and cocaine possesssion."
11/19/2001,CLE,Mike Sellers,FB,drugs,"Pulled over in Cleveland with teammate Lamar Champan, accused of speeding, drunk driving and marijuana and cocaine possesssion."
11/16/2001,PHI,Terrence Carroll,S,drugs,"Police caught him smoking marijuana in the back of a car, accused of misdemeanor drug possession in Philadelphia."
11/11/2001,JAC,Jimmy Smith,WR,dui,"Pulled over for speeding in Jacksonville, accused of drunk driving. Tests later showed cocained in his system. Blood-alcohol measured below limit at .05."
10/26/2001,BUF,Travis Henry,RB,sex - other,"Accused in Erie County, N.Y., of sexual encouter with a 15-year-old girl, who claimed she was almost 18."
10/25/2001,ARI,Ray Thompson,LB,dui,"Accused of drunken driving after crash in Gilbert, Ariz."
10/14/2001,NYJ,Damien Robinson,S,firearms,"Pulled over outside Giants stadium in East Rutherford, N.J., where bomb-sniffing dog helped lead police to an assault rifle in his trunk. He had permit for the gun in New York."
9/14/2001,SF,Vinny Sutherland,WR,dui,"Pulled over on Highway 101 in Bay Area, Calif., accused of drunk driving."
9/4/2001,BAL,Cornell Brown,LB,drugs,Complaints from neighbors led police to find marijuana and drug paraphernalia at his home in Baltimore County.
9/2/2001,DEN,Eddie Kennison,WR,disorderly conduct,Accused of inciting a riot at Louisiana nightclub after dispute with bouncer who denied him entry to club because he wasn't properly dressed.
8/31/2001,CIN,Vaughn Booker,DE,domestic violence,Accused of pushing wife in argument at the couple's home near Cincinnati.
8/26/2001,CIN,Tom Barndt,DT,dui,"Pulled over in Covington, Ky., accused of drunk driving."
8/12/2001,CLE,Corey Fuller,CB,disorderly conduct,"Accused of impeding traffic at crowded intersection, refusing to move car when asked to by police in Cleveland."
7/21/2001,JAC,R. Jay Soward,WR,disorderly conduct,"Accused of being intoxicated at theme park in Orlando, swearing at security guards."
7/17/2001,JAC,Stacey Mack,RB,sex - other,"Accused of offering $15 to undercover police officer for oral sex in Jacksonville, Fla."
7/14/2001,CHI,Paul Edinger,K,dui,"Accused of drunk driving and crashing into mailboxes in Punta Gorda, Fla."
7/13/2001,DET,Aaron Gibson,OT,assault,"Accused of hitting a woman in the buttocks and spitting in her face outside a club in Pontiac, Mich."
7/5/2001,NO,Michael Hawthorne,CB,drugs,"Pulled over for weaving in New Orleans, accused of reckless driving and marijuana possession after police smelled dope."
7/5/2001,NO,Michael Hawthorne,CB,reckless endagerment,"Pulled over for weaving in New Orleans, accused of reckless driving and marijuana possession after police smelled dope."
7/4/2001,MIA,Ben Kelly,CB,dui,"Accused of bumping into a parked police car, drunk driving and refusing breath test in Miami."
6/23/2001,ARI,Michael Pittman,RB,domestic violence,"Accused of breaking sliding glass door and criminal trespass in dispute with his wife in Tempe, Ariz. It was the second domestic incident for him in two weeks."
6/16/2001,TB,Alex Ardley,CB,dui,"Accused of drunk driving and crashing Deuce McAllister's SUV into a house in Tallahassee, Fla."
6/15/2001,BAL,Chris McAlister,CB,disorderly conduct,"Accused of disturbing the peace, verbal abuse and pushing a flight attendant in dispute over seating arrangments at Las Vegas airport."
6/10/2001,ARI,Michael Pittman,RB,domestic violence,"Accused of getting into a heated argument with his wife, who locked herself in a car to get away from him in Tempe, Ariz."
5/23/2001,KC,Victor Riley,OT,domestic violence,"Accused of ramming his vehicle into another vehicle occupied by his wife and baby daughter, leaving the scene of an accident in Overland Park, Kan."
5/16/2001,NE,Terry Glenn,WR,domestic violence,"Accused of assaulting the mother of his child in Walpole, Mass."
5/14/2001,NYG,Jeremiah Parker,DE,murder,"Accused of child abuse in the case of the 4-year-old son of his girlfriend in Haledon, N.J. The boy went unconscious and died after being shaken. The mother also was accused."
5/14/2001,NYG,Jeremiah Parker,DE,child abuse,"Accused of child abuse in the case of the 4-year-old son of his girlfriend in Haledon, N.J. The boy went unconscious and died after being shaken. The mother also was accused."
5/5/2001,CHI,John Capel,WR,drugs,"Pulled over in Gainesville, Fla., accused of misdemeanor possession less than 20 grams of marijuana."
5/4/2001,BAL,Leon Searcy,OT,domestic violence,"Accused of kicking his wife in the leg during an argument in Lake County, Fla."
5/1/2001,CLE,Jeremiah Pharms,LB,theft,"Accused of stealing $1,500 worth of marijuana and shooting a drug dealer in Seattle in 2000. He was charged with the crime two weeks after getting drafted."
5/1/2001,CLE,Jeremiah Pharms,LB,firearms,"Accused of stealing $1,500 worth of marijuana and shooting a drug dealer in Seattle in 2000. He was charged with the crime two weeks after getting drafted."
4/4/2001,PHI,Thomas Hamner,RB,animal abuse,"Accused of beating his pit pull in Voorhees, N.J., the second time since November 2000."
3/7/2001,NE,Adrian Klemm,OT,assault,Accused of property destruction and punching the windshield of another motorist in a road-rage incident. He didn't like how the other motorist was driving.
3/3/2001,MIA,Jermaine Haley,DT,dui,"Accused of drunk driving in Miami Beach, bottle of vodka found in his SUV. Blood-alcohol measured at .22 in in North Attleborough, Mass."
3/2/2001,DEN,Dwayne Carswell,TE,domestic violence,"Accused of pulling a woman's hair and bruising her arm's in altercation in Pueblo, Colo."
2/14/2001,SD,Leonardo Carson,DT,assault,Accused of third-degree assault and criminal mischief in Alabama.
2/8/2001,CIN,Akili Smith,QB,dui,"Pulled over for driving the wrong way down a one-way street in San Diego, accused of drunk driving."
1/9/2001,CIN,Tremain Mack,S,probation violation,"In Hamilton County, Ohio, sentenced to a month in jail for probation violation stemming from previous drunk-driving conviction. A TV station filmed him driving, which violated probation."
11/20/2000,MIN,John Davis,TE,dui,"Police said they found his vehicle stopped in the road with him sleeping behind wheel, accused of drunk driving in Wayzata, Minn."
11/12/2000,PHI,Thomas Hamner,RB,animal abuse,"Investigated for animal cruelty involving his pit bull in Voorhees, N.J."
10/28/2000,DEN,Brian Griese,QB,dui,"Pulled over for speeding near Denver, accused of drunk driving, failing sobriety tests."
9/21/2000,DAL,Joey Galloway,WR,assault,"Accused of assaulting a police officer at a hotel party in Wheeling, W. Va., in May 2000."
9/20/2000,WAS,Dana Stubblefield,DT,domestic violence,"AccusAccused of assaulting his wife at their home in Fairfax, Va., during an argument about luggage. Police said there were no signs of physical injury."
9/12/2000,TB,Damien Robinson,S,theft,Police pulled him over for a traffic violation and found warrant for his arrest on charge of writing a bad $80 check to the tax collector in Tampa.
9/7/2000,JAC,Stacey Mack,RB,theft,"Accused of writing a worthless check for property less than $150, according to county records. Offense date was April 18, 2000 near Jacksonville."
8/26/2000,CIN,Corey Dillon,RB,domestic violence,"Accused of striking his wife in suburban Seattle, fourth-degree assault."
8/24/2000,KC,Andre Rison,WR,theft,"Accused of writing a bad check for $78,800 to a jewelry store near Kansas City while he was playing for the Chiefs."
8/13/2000,NO,Darren Perry,S,dui,"Accused of drunk driving, hit-and-run and rear-ending another car near New Orleans. Police pursued him after seeing him swerving in traffic."
8/9/2000,DEN,Bill Romanowski,LB,drugs,"In Douglas County, Colo., accused of illegaly obtaining prescription diet pills to boost his performance on the field."
8/7/2000,KC,Andre Rison,WR,fraud,"Accused of lying to police about his name after a bar fight in River Falls, Wisc. He told the police his name was Brock Middlebrook."
7/28/2000,TB,Darnell McDonald,WR,burglary,Accused of aggravated battery with great bodily harm and burglary stemming from incident on July 14 in Tampa.
7/28/2000,TB,Darnell McDonald,WR,battery,Accused of aggravated battery with great bodily harm and burglary stemming from incident on July 14 in Tampa.
7/20/2000,CIN,Darnay Scott,WR,theft,"Accused of writing a back check for more than $5,100 to a motorcycle shop in Florence, Ky."
7/18/2000,MIA,Patrick Surtain,CB,dui,"Pulled over in Miami for speeding, accused of drunk driving, refusing breath test."
7/7/2000,SD,Leonardo Carson,DT,assault,"Accused of third-degree assault, one of string of incidents for him in his hometown of Mobile, Ala."
6/21/2000,OAK,Sebastian Janikowski,K,drugs,"Accused of possession of a controlled substance, the designer drug GHB, after police approached his car and found a suspicious substance in Tallahassee, Fla."
6/11/2000,CHI,Bryan Robinson,DE,battery,Accused of spitting on a woman's face at a bar in Chicago.
5/24/2000,OAK,Charles Woodson,CB,dui,"Accused of drunk driving and driving with a suspended license in Ann Arbor, Mich. Blood-alcohol measured at .24."
5/20/2000,BAL,Chris McAlister,CB,drugs,Accused of marijuana possession after authorities found small amounts in his house while investigating a burglary in Baltimore County.
5/19/2000,GB,Marco Rivera,OG,dui,"Pulled over for speeding at 95 mph in Brown County, Wisc., accused of drunk driving. Blood-alcohol measured at .19."
5/13/2000,WAS,Mike Sellers,FB,dui,"Pulled over in Arlington, Va., after police said his Mercedes was weaving, accused of drunk driving."
4/17/2000,DAL,Tony Hutson,OT,failure to appear,"Pulled over for speeding in Hurst, Texas, accused of failing to appear in court for previous incident. Police also found a pistol in his car."
4/17/2000,DAL,Tony Hutson,OT,firearms,"Pulled over for speeding in Hurst, Texas, accused of failing to appear in court for previous incident. Police also found a pistol in his car."
4/10/2000,GB,Mark Chmura,TE,sexual abuse,"In Waukesha, Wisc., accused of encouraging teenagers to drink, sexually assaulting 17-year-old girl in the bathroom at a prom party in Wisconsin."
4/6/2000,CIN,Steve Foley,LB,firearms,"Accused of firing gun into the air several times outside nightclub in Monroe, La. Pulled over and arrested, Foley yelled he was being illegal searched."
4/1/2000,GB,De'Mond Parker,RB,drugs,Accused of marijuana possession near Chicago after police investigated loud music coming from his parked car.
3/31/2000,MIN,Chris Walsh,WR,dui,"Pulled over near his home in Scottsdale, Ariz., accused of drunk driving. Blood-alcohol measured at .229."
3/23/2000,DAL,Solomon Page,OT,disorderly conduct,"Accused of throwing punches and obstructing police in brawl in Morgantown, W.Va. Handcuffed and pepper-sprayed about 3 a.m."
3/14/2000,ARI,Mario Bates,RB,domestic violence,"Accused of slapping his girlfriend in the face in Scottsdale, Ariz."
